"","postcode_2016","longitude","latitude","points","focal_longitude","focal_latitude","focal_dist","focal_angle","rownumber","hex_long","hex_lat","hex_id"
"1454","4569",152.812711821987,-26.3402924534097,"Brisbane",153.0350927,-27.45503091,125475.711341234,-10.0377902403598,1454,152.314389268733,-25.7310032313097,25388
"1455","5416",138.807034317842,-33.8159224186459,"Adelaide",138.6000048,-34.93498777,125589.31253492,8.62327916289668,1455,139.214389268733,-33.1788217038558,15906
"1456","2590",147.954447941971,-34.6934407103856,"Canberra",149.1290262,-35.28302855,125612.860401068,-58.1689221683592,1456,148.114389268733,-34.7376674306678,13979
"1457","2588",148.118934500034,-34.5141203130223,"Canberra",149.1290262,-35.28302855,125696.666312963,-46.8464714218398,1457,148.214389268733,-34.5644623499109,14199
"1458","3551",144.483905683191,-36.7568034063319,"Melbourne",144.9750162,-37.82003131,125779.706092142,-20.029480338063,1458,144.614389268733,-35.950102995966,12429
"1459","4358",151.810881089991,-27.7767214560924,"Brisbane",153.0350927,-27.45503091,125988.047269518,-106.233841290184,1459,151.414389268733,-27.6362591196354,22975
"1460","3243",143.797698510789,-38.4738068451162,"Melbourne",144.9750162,-37.82003131,126159.01275926,-124.8617618453,1460,143.014389268733,-38.7213842880762,8917
"1461","7213",147.863381352298,-41.7937344513459,"Hobart",147.2950297,-42.85000853,126337.932038642,21.5035711885921,1461,147.814389268733,-41.8390757417002,4999
"1462","2304",151.73889969996,-32.8723173848558,"Sydney",151.1851798,-33.92001097,127107.892681942,23.6574166280399,1462,152.914389268733,-31.9663861385576,17507
"1463","2482",153.427531450411,-28.5487861139925,"Brisbane",153.0350927,-27.45503091,127207.449057555,162.329588648912,1463,153.214389268733,-29.3683099272043,20794
"1464","6306",117.108766300274,-32.3505478556743,"Perth",115.8399987,-31.95501463,127473.167754746,109.876252021661,1464,117.214389268733,-32.1395912193145,17110
"1465","5558",137.61683195538,-34.1216390029686,"Adelaide",138.6000048,-34.93498777,127624.905837146,-44.6035060979939,1465,137.314389268733,-34.0448471076403,14801
"1466","6571",116.441789949317,-30.9236975126622,"Perth",115.8399987,-31.95501463,127861.303528065,26.3101026844031,1466,116.614389268733,-30.7539505732594,18859
"1467","4565",153.002944663059,-26.2983190680213,"Brisbane",153.0350927,-27.45503091,128205.781643134,-1.41285701384329,1467,153.214389268733,-25.5577981505528,25612
"1468","2540",150.487476483714,-34.9816200152963,"Canberra",149.1290262,-35.28302855,128245.864397165,74.430783279136,1468,150.214389268733,-35.950102995966,12457
"1469","5560",138.009714188409,-33.8869525483235,"Adelaide",138.6000048,-34.93498777,128300.966902685,-24.7566827842479,1469,137.814389268733,-33.5252318653696,15461
"1470","2326",151.453204157357,-32.7848361153519,"Sydney",151.1851798,-33.92001097,128351.270129625,11.0833474393139,1470,151.114389268733,-31.6199759770438,17936
"1471","4614",151.931206748155,-26.8472195476821,"Brisbane",153.0350927,-27.45503091,128484.657810225,-57.9998679979182,1471,151.814389268733,-26.9434387966079,23853
"1472","2847",149.972875278588,-33.3565472450969,"Sydney",151.1851798,-33.92001097,128667.559397019,-60.4919663187756,1472,149.114389268733,-32.6592064615852,16612
"1473","2642",148.1988166749,-36.1617998440689,"Canberra",149.1290262,-35.28302855,128802.751453043,-139.052542907676,1473,148.314389268733,-36.1233080767229,12228
"1474","3360",143.513426476682,-37.7386246818799,"Melbourne",144.9750162,-37.82003131,129074.508366147,-85.5215671888033,1474,142.814389268733,-37.6821538035349,10230
"1475","3956",145.959844021977,-38.6855887881623,"Melbourne",144.9750162,-37.82003131,129079.107558098,137.913488350616,1475,146.614389268733,-39.4142046111038,8059
"1476","2846",150.151876297076,-33.1394689128139,"Sydney",151.1851798,-33.92001097,129257.835418569,-47.5335782398867,1476,149.814389268733,-32.1395912193145,17273
"1477","2322",151.651417532091,-32.8211816856503,"Sydney",151.1851798,-33.92001097,129365.375335149,19.3838808289564,1477,151.414389268733,-31.446770896287,18157
"1478","2295",151.806242270162,-32.8745384555251,"Sydney",151.1851798,-33.92001097,129552.467424424,26.2090155960512,1478,152.514389268733,-31.6199759770438,17943
"1479","3555",144.24263510244,-36.8064116409607,"Melbourne",144.9750162,-37.82003131,129883.869414291,-29.6629611752749,1479,143.914389268733,-36.1233080767229,12206
"1480","5554",137.777561507351,-33.9823508844824,"Adelaide",138.6000048,-34.93498777,129916.213947279,-35.2131883861519,1480,137.414389268733,-33.8716420268834,15021
"1481","3957",146.091152402042,-38.5931612974517,"Melbourne",144.9750162,-37.82003131,130079.85315577,131.050464845288,1481,147.014389268733,-39.06779444959,8499
"1482","3463",144.008931011663,-36.9344710625684,"Melbourne",144.9750162,-37.82003131,130310.787588287,-40.6301996895485,1482,143.214389268733,-36.6429233189936,11546
"1483","4401",151.713637181403,-27.3989506047532,"Brisbane",153.0350927,-27.45503091,130809.429241065,-86.9583989073622,1483,151.414389268733,-27.2898489581217,23413
"1484","4363",151.735408756072,-27.6831772266969,"Brisbane",153.0350927,-27.45503091,130810.280738045,-100.899835542691,1484,151.414389268733,-27.9826692811492,22537
"1485","3323",143.505938762118,-38.0122625516393,"Melbourne",144.9750162,-37.82003131,130928.692720949,-98.9656456086917,1485,142.814389268733,-38.3749741265625,9354
"1486","3958",146.014670166562,-38.6705551464428,"Melbourne",144.9750162,-37.82003131,131131.86194371,135.846013373697,1486,146.514389268733,-39.5874096918607,7839
"1487","5307",140.018810117911,-35.1586993066372,"Adelaide",138.6000048,-34.93498777,131803.283525027,100.493583472376,1487,139.914389268733,-35.4304877536954,13062
"1488","4402",151.824975566137,-26.9583009824024,"Brisbane",153.0350927,-27.45503091,131920.072205311,-64.9487991175693,1488,151.714389268733,-26.770233715851,24071
"1489","3550",144.292950598237,-36.7583089080281,"Melbourne",144.9750162,-37.82003131,132447.933422376,-26.865427945564,1489,144.214389268733,-35.950102995966,12427
"1490","3723",146.280258306572,-37.2319256164512,"Melbourne",144.9750162,-37.82003131,132558.804220451,60.0013624391046,1490,146.814389268733,-36.9893334805074,11126
"1491","5264",139.484578139672,-35.8863223923705,"Adelaide",138.6000048,-34.93498777,132648.659307215,142.587094583964,1491,139.614389268733,-35.950102995966,12404
"1492","2475",152.432344248316,-28.5275105961627,"Brisbane",153.0350927,-27.45503091,132820.073830632,-153.464224464887,1492,152.514389268733,-28.8486946849336,21447
"1493","6308",117.043432989823,-32.5818950275969,"Perth",115.8399987,-31.95501463,132996.278703049,121.313052453764,1493,116.914389268733,-32.6592064615852,16451
"1494","3464",143.839372078659,-37.0296917370624,"Melbourne",144.9750162,-37.82003131,133409.379818297,-48.4269601492374,1494,143.314389268733,-36.4697182382367,11765
"1495","3722",146.125548719081,-37.0420425273121,"Melbourne",144.9750162,-37.82003131,133508.23173317,49.2356406635115,1495,146.414389268733,-36.2965131574798,12000
"1496","6221",115.990030507086,-33.1579799677922,"Perth",115.8399987,-31.95501463,134147.285141598,173.95861015763,1496,115.914389268733,-33.6984369461265,15132
"1497","3612",145.035670708633,-36.6101867598772,"Melbourne",144.9750162,-37.82003131,134378.948339685,2.26803875573782,1497,144.914389268733,-35.7768979152091,12649
"1498","4370",151.981374473615,-28.2281323079973,"Brisbane",153.0350927,-27.45503091,134585.905541289,-129.436688767206,1498,151.814389268733,-28.329079442663,22101
"1499","5520",138.151378344842,-33.7777271783742,"Adelaide",138.6000048,-34.93498777,134845.005403643,-17.6201194287276,1499,137.914389268733,-33.3520267846127,15680
"1500","3234",143.82981883728,-38.6325967320697,"Melbourne",144.9750162,-37.82003131,134870.019570137,-131.733338501559,1500,143.214389268733,-39.06779444959,8480
"1501","3250",143.583882248398,-38.3402208909237,"Melbourne",144.9750162,-37.82003131,135020.599170247,-114.979688204717,1501,142.714389268733,-38.2017690458056,9572
"1502","3371",143.657770872255,-37.2022357500613,"Melbourne",144.9750162,-37.82003131,135144.858947644,-59.0061691147101,1502,143.014389268733,-36.9893334805074,11107
"1503","3557",144.524079610095,-36.654946943569,"Melbourne",144.9750162,-37.82003131,135353.064165683,-16.9899383909059,1503,144.414389268733,-35.950102995966,12428
"1504","3236",143.699526660293,-38.5100342243005,"Melbourne",144.9750162,-37.82003131,135498.443466161,-124.134681799747,1504,143.314389268733,-39.2409995303469,8261
"1505","7300",147.225855302777,-41.6307901575778,"Hobart",147.2950297,-42.85000853,135549.055210687,-2.38202604468597,1505,147.314389268733,-41.6658706609433,5215
"1506","2331",151.183145069831,-32.6965956057615,"Sydney",151.1851798,-33.92001097,135689.578600395,-0.0790807544808671,1506,151.014389268733,-31.7931810578007,17717
"1507","3869",146.361357909742,-38.3654323110008,"Melbourne",144.9750162,-37.82003131,135845.535049961,116.130570823382,1507,147.314389268733,-38.2017690458056,9595
"1508","6223",115.846906059888,-33.1806411880303,"Perth",115.8399987,-31.95501463,135920.108704814,179.726006790622,1508,115.614389268733,-33.5252318653696,15350
"1509","4571",152.929315863301,-26.2275395589308,"Brisbane",153.0350927,-27.45503091,136413.542908119,-4.37296462819952,1509,152.614389268733,-25.5577981505528,25609
"1510","2663",147.712327761567,-34.8876605374745,"Canberra",149.1290262,-35.28302855,136435.250498451,-70.7620038712628,1510,147.814389268733,-34.9108725114247,13759
"1511","3840",146.420536673181,-38.281237343127,"Melbourne",144.9750162,-37.82003131,136813.164353088,111.609772186153,1511,147.314389268733,-37.8553588842918,10033
"1512","6507",115.631146757692,-30.7320618680876,"Perth",115.8399987,-31.95501463,137044.522794182,-8.24416188330574,1512,115.614389268733,-30.4075404117456,19292
"1513","6572",116.396267379115,-30.8118794038642,"Perth",115.8399987,-31.95501463,137347.30141419,22.4148802716985,1513,116.514389268733,-30.5807454925025,19077
"1514","5455",138.652767892795,-33.6973320541168,"Adelaide",138.6000048,-34.93498777,137377.173544562,2.00177499461157,1514,138.714389268733,-33.0056166230989,16122
"1515","3254",143.527446751664,-38.2964758084909,"Melbourne",144.9750162,-37.82003131,137608.834783551,-112.238040884524,1515,142.814389268733,-38.7213842880762,8916
"1516","5320",139.552028694266,-33.9773719291607,"Adelaide",138.6000048,-34.93498777,137611.470111,39.0746305036189,1516,139.714389268733,-33.6984369461265,15251
"1517","2334",151.386630432353,-32.6889280701795,"Sydney",151.1851798,-33.92001097,137822.589399661,7.73241526682836,1517,150.914389268733,-31.6199759770438,17935
"1518","3515",144.080142692665,-36.803419412704,"Melbourne",144.9750162,-37.82003131,137922.101183175,-34.7258081638893,1518,143.714389268733,-36.1233080767229,12205
"1519","3610",145.222471146226,-36.5925796264737,"Melbourne",144.9750162,-37.82003131,137984.510058773,9.04734046299133,1519,145.314389268733,-35.7768979152091,12651
"1520","6407",117.240981648641,-31.6088005512514,"Perth",115.8399987,-31.95501463,138136.362090306,73.4220581575351,1520,117.214389268733,-31.446770896287,17986
"1521","3842",146.423613253634,-38.3161583035261,"Melbourne",144.9750162,-37.82003131,138530.212098796,113.06257119789,1521,146.914389268733,-39.2409995303469,8279
"1522","7301",147.098788026683,-41.6095383305607,"Hobart",147.2950297,-42.85000853,138738.083457579,-6.61534258025848,1522,147.114389268733,-41.6658706609433,5214
"1523","2314",151.836588194654,-32.7926072862921,"Sydney",151.1851798,-33.92001097,138964.784801659,25.5840889022792,1523,152.214389268733,-31.446770896287,18161
"1524","6233",115.729337390453,-33.2060906060128,"Perth",115.8399987,-31.95501463,139129.601856398,-175.70754230746,1524,115.414389268733,-33.5252318653696,15349
"1525","2803",148.511422385993,-34.1366583930687,"Canberra",149.1290262,-35.28302855,139190.186905262,-23.7120748020519,1525,148.514389268733,-34.0448471076403,14857
"1526","5265",139.786288626727,-35.7286131107891,"Adelaide",138.6000048,-34.93498777,139229.989958728,129.008810829426,1526,139.914389268733,-35.7768979152091,12624
"1527","4615",151.962527998997,-26.6446772312463,"Brisbane",153.0350927,-27.45503091,139230.933725611,-49.4483456346426,1527,151.814389268733,-26.5970286350941,24291
"1528","3870",146.349641495333,-38.4499185568955,"Melbourne",144.9750162,-37.82003131,139325.922797519,119.797998846344,1528,146.814389268733,-39.4142046111038,8060
"1529","3249",143.542795742858,-38.3685514035607,"Melbourne",144.9750162,-37.82003131,139607.997627882,-115.506425878409,1529,142.914389268733,-38.8945893688331,8697
"1530","3708",147.912808325545,-36.0596509396578,"Canberra",149.1290262,-35.28302855,139818.28517044,-127.812696286777,1530,148.014389268733,-35.950102995966,12446
"1531","2546",150.006794881601,-36.3211753817081,"Canberra",149.1290262,-35.28302855,139866.979838673,145.302035338563,1531,150.014389268733,-36.2965131574798,12018
"1532","3559",144.826877799851,-36.5633712848331,"Melbourne",144.9750162,-37.82003131,140084.975782186,-5.32009657731722,1532,144.714389268733,-35.7768979152091,12648
"1533","5464",138.388334635586,-33.6840154920923,"Adelaide",138.6000048,-34.93498777,140129.383310757,-7.89684013993205,1533,138.214389268733,-33.1788217038558,15901
"1534","2320",151.543844191741,-32.6883548821074,"Sydney",151.1851798,-33.92001097,140627.6306891,13.5805051138322,1534,151.214389268733,-31.446770896287,18156
"1535","6510",116.087962275886,-30.7043135958915,"Perth",115.8399987,-31.95501463,140665.834710925,9.54765430479524,1535,116.014389268733,-30.4075404117456,19294
"1536","2330",150.911803415227,-32.6704223098448,"Sydney",151.1851798,-33.92001097,140911.454652572,-10.2879193631074,1536,150.814389268733,-31.7931810578007,17716
"1537","7304",146.488019803787,-41.7278173285686,"Hobart",147.2950297,-42.85000853,141306.959359572,-27.7417898389943,1537,146.514389268733,-41.6658706609433,5211
"1538","6224",115.862767194718,-33.2324081769303,"Perth",115.8399987,-31.95501463,141676.085612087,179.133498792833,1538,115.714389268733,-33.6984369461265,15131
"1539","3959",146.085437274217,-38.7493664427397,"Melbourne",144.9750162,-37.82003131,141702.697260416,136.490441366391,1539,147.114389268733,-38.8945893688331,8718
"1540","2481",153.559787942447,-28.6460771761524,"Brisbane",153.0350927,-27.45503091,141714.423658529,158.630806990149,1540,154.014389268733,-29.3683099272043,20798
"1541","5301",140.042191899021,-35.421532171279,"Adelaide",138.6000048,-34.93498777,142024.644192633,112.01173460623,1541,140.014389268733,-35.6036928344523,12844
"1542","2480",153.260368061303,-28.7248133045161,"Brisbane",153.0350927,-27.45503091,142449.905708996,171.051284823308,1542,153.014389268733,-29.3683099272043,20793
"1543","2631",149.339334671548,-36.5592877397538,"Canberra",149.1290262,-35.28302855,142877.388664009,172.337094480652,1543,149.314389268733,-36.4697182382367,11795
"1544","3324",143.35420562825,-37.9270760444672,"Melbourne",144.9750162,-37.82003131,143096.637588798,-94.2847586982418,1544,142.714389268733,-37.8553588842918,10010
"1545","5321",139.778930485525,-34.0906151511731,"Adelaide",138.6000048,-34.93498777,143151.970980089,48.6700231118787,1545,140.014389268733,-33.8716420268834,15034
"1546","2318",151.866274073325,-32.7592910838009,"Sydney",151.1851798,-33.92001097,143502.752556548,25.9283596381863,1546,152.814389268733,-31.7931810578007,17726
"1547","7215",148.22139728055,-41.7533511435506,"Hobart",147.2950297,-42.85000853,143782.730988343,31.6848535033624,1547,148.214389268733,-41.8390757417002,5001
"1548","7212",147.489004874504,-41.5636253954945,"Hobart",147.2950297,-42.85000853,143783.469340351,6.30819741980332,1548,147.514389268733,-41.6658706609433,5216
"1549","5556",137.667797359678,-33.8934363244474,"Adelaide",138.6000048,-34.93498777,143852.92609457,-36.178440614956,1549,137.514389268733,-33.6984369461265,15240
"1550","6603",116.729369076092,-30.902968088862,"Perth",115.8399987,-31.95501463,144069.698825397,35.5736348422961,1550,116.914389268733,-30.9271556540163,18641
"1551","5555",137.814508536817,-33.8108352957844,"Adelaide",138.6000048,-34.93498777,144118.297043875,-29.7524079021916,1551,137.614389268733,-33.5252318653696,15460
"1552","3856",146.592171632815,-38.0359202887919,"Melbourne",144.9750162,-37.82003131,144181.25857278,99.1084380463776,1552,147.314389268733,-37.508948722778,10471
"1553","3465",143.674113361932,-37.0353497284939,"Melbourne",144.9750162,-37.82003131,144367.034895071,-52.3872229698256,1553,143.014389268733,-36.6429233189936,11545
"1554","2594",148.141453168081,-34.2582105028855,"Canberra",149.1290262,-35.28302855,145251.058983792,-38.0841598208177,1554,148.214389268733,-34.2180521883972,14637
"1555","6309",117.144984018929,-32.6550291759174,"Perth",115.8399987,-31.95501463,145362.696997681,122.051243273753,1555,117.214389268733,-32.4860013808283,16672
"1556","2808",148.945086245642,-33.9797463838669,"Canberra",149.1290262,-35.28302855,145559.032095746,-6.57197663632067,1556,148.814389268733,-33.8716420268834,15078
"1557","2335",151.371382600377,-32.616450849966,"Sydney",151.1851798,-33.92001097,145614.436356938,6.75974573117934,1557,151.014389268733,-31.446770896287,18155
"1558","3854",146.593228434957,-38.1149513230768,"Melbourne",144.9750162,-37.82003131,145911.973951485,102.518139592634,1558,147.414389268733,-38.0285639650487,9815
"1559","2479",153.514621564887,-28.7052135180479,"Brisbane",153.0350927,-27.45503091,146343.771938384,161.189970483917,1559,153.514389268733,-29.5415150079612,20576
"1560","5309",140.201928536696,-34.9297782968397,"Adelaide",138.6000048,-34.93498777,146356.978906209,89.3140826867994,1560,140.214389268733,-34.9108725114247,13721
"1561","2628",148.716781913908,-36.5610628602848,"Canberra",149.1290262,-35.28302855,146607.232284028,-165.239298008206,1561,148.714389268733,-36.4697182382367,11792
"1562","2725",147.864676261774,-34.4659766513576,"Canberra",149.1290262,-35.28302855,146894.244318682,-51.4128607099556,1562,148.014389268733,-34.5644623499109,14198
"1563","7291",147.018181378093,-41.5436266157679,"Hobart",147.2950297,-42.85000853,146899.969081638,-8.82977846982155,1563,147.014389268733,-41.4926655801864,5433
"1564","3669",145.748970555669,-36.6491569631075,"Melbourne",144.9750162,-37.82003131,146977.624567677,27.523055574448,1564,145.814389268733,-35.950102995966,12435
"1565","3361",143.312274980989,-37.7111748019931,"Melbourne",144.9750162,-37.82003131,147002.165505156,-84.7569349712596,1565,142.814389268733,-37.3357436420211,10668
"1566","6383",117.395847829989,-32.0085551822635,"Perth",115.8399987,-31.95501463,147165.175362137,91.9110467092866,1566,117.314389268733,-31.9663861385576,17329
"1567","6391",116.715393490307,-33.0559171035117,"Perth",115.8399987,-31.95501463,147212.40028133,145.918391954305,1567,116.714389268733,-33.0056166230989,16012
"1568","3556",144.189499604848,-36.6488664023413,"Melbourne",144.9750162,-37.82003131,147488.26883417,-27.8653307159253,1568,144.014389268733,-35.950102995966,12426
"1569","6461",117.045204740316,-31.1134719291297,"Perth",115.8399987,-31.95501463,147669.258365204,50.3605877233797,1569,117.214389268733,-31.1003607347732,18424
"1570","4403",151.545936707149,-27.3377612353468,"Brisbane",153.0350927,-27.45503091,147855.964402764,-84.5889595205264,1570,151.314389268733,-27.4630540388785,23193
"1571","6462",117.140587159404,-31.218628343686,"Perth",115.8399987,-31.95501463,148002.898338761,56.0500143424117,1571,117.114389268733,-31.2735658155301,18204
"1572","4356",151.5496063772,-27.6583573305605,"Brisbane",153.0350927,-27.45503091,148428.358869651,-98.4325035866507,1572,151.314389268733,-27.8094642003923,22755
"1573","3964",146.26901582406,-38.6848722893874,"Melbourne",144.9750162,-37.82003131,148471.494482049,129.998465974821,1573,147.214389268733,-38.7213842880762,8938
"1574","6226",115.866267082585,-33.294250313393,"Perth",115.8399987,-31.95501463,148539.301195083,179.046473725869,1574,116.114389268733,-33.6984369461265,15133
"1575","5322",139.908216947107,-34.1448476296644,"Adelaide",138.6000048,-34.93498777,148672.826649815,53.3805239155489,1575,140.114389268733,-34.0448471076403,14815
"1576","2807",148.582284495196,-34.0212132582607,"Canberra",149.1290262,-35.28302855,148680.997876427,-19.4631146543106,1576,148.614389268733,-33.8716420268834,15077
"1577","4570",152.597061399182,-26.1697231219319,"Brisbane",153.0350927,-27.45503091,148922.562449861,-16.8192217419654,1577,152.214389268733,-25.9042083120666,25169
"1578","7258",147.258980484232,-41.5093685578241,"Hobart",147.2950297,-42.85000853,148944.276225511,-1.1294648562833,1578,147.214389268733,-41.4926655801864,5434
"1579","3962",146.348978105277,-38.6146490267017,"Melbourne",144.9750162,-37.82003131,149185.289213927,125.930657383984,1579,147.114389268733,-38.5481792073194,9156
"1580","3373",143.340194949559,-37.4644281687339,"Melbourne",144.9750162,-37.82003131,149584.08337621,-74.141527818262,1580,142.914389268733,-37.1625385612643,10887
"1581","7290",147.059978636536,-41.5111656730006,"Hobart",147.2950297,-42.85000853,149977.210669151,-7.33367434795805,1581,147.114389268733,-41.3194604994296,5652
"1582","2316",152.041706840536,-32.7712164835567,"Sydney",151.1851798,-33.92001097,150302.964247586,31.6818513700726,1582,152.814389268733,-32.4860013808283,16850
"1583","3614",145.312985475245,-36.4916539628811,"Melbourne",144.9750162,-37.82003131,150450.038507183,11.3608726901304,1583,145.514389268733,-35.7768979152091,12652
"1584","3623",144.941568046179,-36.462779373384,"Melbourne",144.9750162,-37.82003131,150658.083016246,-1.11535484736828,1584,144.514389268733,-35.7768979152091,12647
"1585","6232",115.720612350121,-33.311003344497,"Perth",115.8399987,-31.95501463,150793.618608416,-175.727252018089,1585,115.514389268733,-33.6984369461265,15130
"1586","2319",152.000992902394,-32.7442391832339,"Sydney",151.1851798,-33.92001097,150911.023046384,29.8781702432085,1586,153.114389268733,-32.3127963000714,17070
"1587","3857",146.673713275568,-38.0155598602751,"Melbourne",144.9750162,-37.82003131,150933.86601047,97.7786968746108,1587,147.214389268733,-37.3357436420211,10690
"1588","3558",144.607134965852,-36.4913761605907,"Melbourne",144.9750162,-37.82003131,151032.739137599,-12.3334806988002,1588,144.314389268733,-35.7768979152091,12646
"1589","7303",146.829148198903,-41.5312732136711,"Hobart",147.2950297,-42.85000853,151451.703375596,-14.5119998332241,1589,146.814389268733,-41.4926655801864,5432
"1590","5470",138.476287819608,-33.5678765609218,"Adelaide",138.6000048,-34.93498777,152077.543798142,-4.24310655042396,1590,138.514389268733,-33.0056166230989,16121
"1591","3844",146.611924195811,-38.2781622352155,"Melbourne",144.9750162,-37.82003131,152408.907014731,109.059749054928,1591,147.514389268733,-38.2017690458056,9596
"1592","2651",147.463299078672,-35.1461080302377,"Canberra",149.1290262,-35.28302855,152420.699207767,-83.7748912279282,1592,147.514389268733,-35.0840775921816,13538
"1593","6228",115.762495989026,-33.3280367159104,"Perth",115.8399987,-31.95501463,152439.643300898,-177.257714065595,1593,115.814389268733,-33.8716420268834,14913
"1594","2627",148.422913203132,-36.5328069173775,"Canberra",149.1290262,-35.28302855,152618.530663704,-155.202434775635,1594,148.514389268733,-36.4697182382367,11791
"1595","6227",115.83541375956,-33.3314516676361,"Perth",115.8399987,-31.95501463,152645.4693818,-179.838052595444,1595,116.014389268733,-33.8716420268834,14914
"1596","3670",145.876796605291,-36.6474170510295,"Melbourne",144.9750162,-37.82003131,152772.109829479,31.2066425055401,1596,146.314389268733,-36.1233080767229,12218
"1597","4365",151.620582135011,-28.0215047470118,"Brisbane",153.0350927,-27.45503091,152943.541171939,-114.014941811417,1597,151.514389268733,-28.1558743619061,22318
"1598","3858",146.685487554728,-37.5732134615194,"Melbourne",144.9750162,-37.82003131,153317.09490733,79.1425955274222,1598,147.114389268733,-37.1625385612643,10908
"1599","7249",147.162406641256,-41.4713332096613,"Hobart",147.2950297,-42.85000853,153530.502486921,-4.03426160909821,1599,147.314389268733,-41.3194604994296,5653
"1600","3705",147.798904873018,-36.1471817020415,"Canberra",149.1290262,-35.28302855,153878.479595456,-128.275893733278,1600,147.914389268733,-36.1233080767229,12226
"1601","5220",137.256470931778,-35.781747667448,"Adelaide",138.6000048,-34.93498777,154065.832858184,-127.306225795492,1601,137.314389268733,-35.7768979152091,12611
"1602","3468",143.403240741463,-37.2132004588746,"Melbourne",144.9750162,-37.82003131,154413.631879896,-63.5683293150515,1602,142.914389268733,-36.8161283997505,11325
"1603","2625",148.305730491959,-36.5035516828984,"Canberra",149.1290262,-35.28302855,154482.477006168,-151.103176780992,1603,148.314389268733,-36.4697182382367,11790
"1604","4374",151.934367608349,-28.4508189521096,"Brisbane",153.0350927,-27.45503091,154627.092336216,-135.424322644101,1604,151.714389268733,-28.5022845234199,21881
"1605","2809",148.388753107374,-34.0293045306107,"Canberra",149.1290262,-35.28302855,154751.926874344,-25.6960998443234,1605,148.314389268733,-34.0448471076403,14856
"1606","6229",115.712600720312,-33.3471398888583,"Perth",115.8399987,-31.95501463,154846.793219214,-175.559493957755,1606,115.614389268733,-33.8716420268834,14912
"1607","3616",145.173415198226,-36.4335041294246,"Melbourne",144.9750162,-37.82003131,154883.965388727,6.44881467734313,1607,145.714389268733,-35.7768979152091,12653
"1608","6311",117.167556738599,-32.7828477792879,"Perth",115.8399987,-31.95501463,155038.324253194,126.081344039757,1608,117.214389268733,-32.8324115423421,16234
"1609","3237",143.543000378382,-38.6438826252338,"Melbourne",144.9750162,-37.82003131,155183.987184624,-125.774262088584,1609,143.014389268733,-39.06779444959,8479
"1610","7214",147.90015285813,-41.5247205160275,"Hobart",147.2950297,-42.85000853,155463.819969268,18.4889066289693,1610,147.814389268733,-41.4926655801864,5437
"1611","3472",143.696288098892,-36.8563717487799,"Melbourne",144.9750162,-37.82003131,155814.142828097,-46.1472786131657,1611,143.414389268733,-36.2965131574798,11985
"1612","5522",137.92346197766,-33.6472002908447,"Adelaide",138.6000048,-34.93498777,155839.912128232,-23.2728177129037,1612,137.714389268733,-33.3520267846127,15679
"1613","7292",146.933258811659,-41.4719734980442,"Hobart",147.2950297,-42.85000853,155959.732802553,-10.8910533345718,1613,146.914389268733,-41.3194604994296,5651
"1614","3966",146.434793791493,-38.6253916780238,"Melbourne",144.9750162,-37.82003131,155982.071645343,124.625386950464,1614,147.014389268733,-38.3749741265625,9375
"1615","4377",152.02979813156,-28.5464398378046,"Brisbane",153.0350927,-27.45503091,156224.095295462,-140.642236736507,1615,152.014389268733,-28.6754896041768,21664
"1616","2324",151.924369159474,-32.6553089260466,"Sydney",151.1851798,-33.92001097,156255.132462466,25.8370879666712,1616,152.714389268733,-31.6199759770438,17944
"1617","3467",143.469958668239,-37.0820631080956,"Melbourne",144.9750162,-37.82003131,156340.205875912,-57.8430042629375,1617,142.814389268733,-36.9893334805074,11106
"1618","5310",140.287088488647,-34.7088099974415,"Adelaide",138.6000048,-34.93498777,156368.516346752,80.243987506981,1618,140.214389268733,-34.5644623499109,14159
"1619","6574",116.411282684032,-30.632323478627,"Perth",115.8399987,-31.95501463,156414.30127725,20.1099995821133,1619,116.414389268733,-30.4075404117456,19296
"1620","2317",152.087460727883,-32.7303281711606,"Sydney",151.1851798,-33.92001097,156421.159022234,32.1160262171449,1620,153.214389268733,-32.1395912193145,17290
"1621","7250",147.140137841662,-41.4464708995203,"Hobart",147.2950297,-42.85000853,156424.885189374,-4.62571100274177,1621,147.214389268733,-41.1462554186727,5872
"1622","5330",140.058233681501,-34.2001853069933,"Adelaide",138.6000048,-34.93498777,156685.465296694,58.1240137610224,1622,140.214389268733,-34.2180521883972,14597
"1623","3709",147.667497896151,-36.0391895535103,"Canberra",149.1290262,-35.28302855,156689.240737192,-122.060834361337,1623,147.814389268733,-35.950102995966,12445
"1624","2421",151.550947134147,-32.5396640268191,"Sydney",151.1851798,-33.92001097,156842.75446703,12.3977784315926,1624,151.514389268733,-31.2735658155301,18376
"1625","2795",149.563265201225,-33.5130353270533,"Sydney",151.1851798,-33.92001097,156965.340116123,-72.7642047081266,1625,148.814389268733,-33.5252318653696,15516
"1626","3617",145.164698755764,-36.4120840378729,"Melbourne",144.9750162,-37.82003131,157160.980045251,6.07468889785059,1626,145.214389268733,-35.6036928344523,12870
"1627","3624",144.949630034826,-36.3998599826009,"Melbourne",144.9750162,-37.82003131,157626.925171383,-0.809074024509579,1627,145.014389268733,-35.6036928344523,12869
"1628","3516",144.012022569435,-36.6254365735627,"Melbourne",144.9750162,-37.82003131,157737.145762493,-32.406606302102,1628,143.814389268733,-35.950102995966,12425
