"","postcode_2016","longitude","latitude","points","focal_longitude","focal_latitude","focal_dist","focal_angle","rownumber","hex_long","hex_lat","hex_id"
"787","6030",115.716034394528,-31.6827561110845,"Perth",115.8399987,-31.95501463,32390.3502363379,-21.1184341844855,787,115.514389268733,-30.9271556540163,18634
"788","5201",138.732296829592,-35.2061069028033,"Adelaide",138.6000048,-34.93498777,32408.5921913329,158.192241114751,788,139.214389268733,-35.950102995966,12402
"789","2175",150.847745004361,-33.8402197680627,"Sydney",151.1851798,-33.92001097,32448.0092796711,-74.007669719655,789,149.314389268733,-34.0448471076403,14861
"790","5115",138.689883817959,-34.6518255850864,"Adelaide",138.6000048,-34.93498777,32472.2737136331,14.5841814787554,790,139.114389268733,-33.6984369461265,15248
"791","3158",145.328996622564,-37.9053959014623,"Melbourne",144.9750162,-37.82003131,32558.1159443107,106.877169161326,791,145.314389268733,-39.2409995303469,8271
"792","3765",145.346905918661,-37.8127566118804,"Melbourne",144.9750162,-37.82003131,32755.3075903854,88.4675301550156,792,146.314389268733,-38.5481792073194,9152
"793","5244",138.958704963414,-34.9310642382833,"Adelaide",138.6000048,-34.93498777,32774.728980059,89.1328991521141,793,139.814389268733,-34.9108725114247,13719
"794","3024",144.602904971914,-37.833349743014,"Melbourne",144.9750162,-37.82003131,32793.6418429379,-92.4803696706181,794,143.614389268733,-38.0285639650487,9796
"795","3755",145.127039147503,-37.5502978952993,"Melbourne",144.9750162,-37.82003131,32803.8817630772,23.9916935516516,795,146.114389268733,-36.8161283997505,11341
"796","3427",144.697500876091,-37.6207517244456,"Melbourne",144.9750162,-37.82003131,32982.7733898985,-47.6816175164279,796,143.714389268733,-37.1625385612643,10891
"797","4305",152.755962758235,-27.6192360718912,"Brisbane",153.0350927,-27.45503091,33035.1590710737,-123.497085122578,797,152.014389268733,-27.9826692811492,22540
"798","3767",145.350254659598,-37.8361983425363,"Melbourne",144.9750162,-37.82003131,33083.6899847269,93.0071786612151,798,146.214389268733,-38.7213842880762,8933
"799","3803",145.268640267079,-38.0071083123834,"Melbourne",144.9750162,-37.82003131,33133.728392751,128.833363582777,799,146.414389268733,-38.0285639650487,9810
"800","5117",138.649870954352,-34.6385680376085,"Adelaide",138.6000048,-34.93498777,33199.1434086125,7.85211685774346,800,138.614389268733,-33.5252318653696,15465
"801","3787",145.351544637304,-37.8645238293049,"Melbourne",144.9750162,-37.82003131,33508.1231242226,98.3946378914096,801,145.814389268733,-39.06779444959,8493
"802","7109",146.929526669124,-42.9903943076272,"Hobart",147.2950297,-42.85000853,33671.5617784174,-117.552252539954,802,146.814389268733,-42.8783062262415,3680
"803","2767",150.871692855979,-33.7651068264131,"Sydney",151.1851798,-33.92001097,33720.6063691168,-59.163040514051,803,150.014389268733,-32.4860013808283,16836
"804","2566",150.839734983194,-34.0220936011831,"Sydney",151.1851798,-33.92001097,33873.3769983078,-109.515882145341,804,149.914389268733,-35.0840775921816,13550
"805","2155",150.938462837166,-33.6934189767631,"Sydney",151.1851798,-33.92001097,33964.0535427754,-42.0676412996101,805,150.314389268733,-32.3127963000714,17056
"806","0836",131.131040521717,-12.5603021791548,"Darwin",130.8500386,-12.42535398,33998.2723380786,116.161471958702,806,131.214389268733,-12.3942120130293,42146
"807","3099",145.219508298921,-37.5805026958672,"Melbourne",144.9750162,-37.82003131,34229.9554295255,38.8502122790504,807,145.714389268733,-36.4697182382367,11777
"808","4505",152.984605049429,-27.1486258468811,"Brisbane",153.0350927,-27.45503091,34318.1949542009,-8.31841914377806,808,152.514389268733,-26.4238235543372,24513
"809","2766",150.845062985946,-33.7961176693681,"Sydney",151.1851798,-33.92001097,34343.1843501249,-66.2204844116557,809,149.314389268733,-33.6984369461265,15299
"810","2107",151.324127564887,-33.6321736319704,"Sydney",151.1851798,-33.92001097,34423.0797075977,21.8246926475017,810,151.914389268733,-32.3127963000714,17064
"811","2763",150.891433854733,-33.7289305245318,"Sydney",151.1851798,-33.92001097,34477.3990128793,-51.8564809441676,811,149.514389268733,-33.0056166230989,16176
"812","6170",115.829801702735,-32.2667764599961,"Perth",115.8399987,-31.95501463,34584.3960746225,-178.410367908935,812,115.914389268733,-33.0056166230989,16008
"813","3789",145.35940715108,-37.8884952317011,"Melbourne",144.9750162,-37.82003131,34671.8016929142,102.593881632079,813,146.514389268733,-37.508948722778,10467
"814","3198",145.138457217791,-38.1047827253714,"Melbourne",144.9750162,-37.82003131,34716.6808420476,155.601395075829,814,145.514389268733,-39.2409995303469,8272
"815","5170",138.480956505751,-35.232241762047,"Adelaide",138.6000048,-34.93498777,34719.1855180317,-161.820266039305,815,138.114389268733,-36.1233080767229,12177
"816","3760",145.288332507394,-37.6270650047189,"Melbourne",144.9750162,-37.82003131,34952.98750571,51.9984409241828,816,146.014389268733,-36.6429233189936,11560
"817","3201",145.175812223452,-38.0927755834583,"Melbourne",144.9750162,-37.82003131,35041.3833778551,149.803758487507,817,146.114389268733,-38.8945893688331,8713
"818","2769",150.905266087062,-33.7053395876091,"Sydney",151.1851798,-33.92001097,35194.2647659696,-47.2138844314327,818,149.614389268733,-32.8324115423421,16396
"819","3140",145.367797780199,-37.7555982694398,"Melbourne",144.9750162,-37.82003131,35329.6331791574,78.1531062896382,819,146.414389268733,-38.3749741265625,9372
"820","2082",151.13497186761,-33.6038803041055,"Sydney",151.1851798,-33.92001097,35371.8920441783,-7.50764275167142,820,151.014389268733,-32.1395912193145,17279
"821","3976",145.26859470419,-38.0385811142788,"Melbourne",144.9750162,-37.82003131,35420.8223161301,133.253322790247,821,146.514389268733,-38.2017690458056,9591
"822","5252",138.964658055122,-35.0462560568277,"Adelaide",138.6000048,-34.93498777,35507.2361869314,110.323616500528,822,138.914389268733,-36.1233080767229,12181
"823","2611",148.767744213099,-35.4047818834385,"Canberra",149.1290262,-35.28302855,35511.7762070373,-112.343362610729,823,148.714389268733,-35.4304877536954,13106
"824","3804",145.327278754746,-37.9764462205575,"Melbourne",144.9750162,-37.82003131,35515.5026017519,119.258242879784,824,146.314389268733,-37.8553588842918,10028
"825","5116",138.721986030575,-34.6308145234548,"Adelaide",138.6000048,-34.93498777,35543.1345802772,18.1955688292299,825,139.514389268733,-34.0448471076403,14812
"826","3160",145.354203553571,-37.9313202437763,"Melbourne",144.9750162,-37.82003131,35574.5989883941,110.279609612338,826,146.514389268733,-37.8553588842918,10029
"827","6078",115.832593707925,-31.6338507561967,"Perth",115.8399987,-31.95501463,35618.7149306168,-1.12072872161085,827,116.114389268733,-30.9271556540163,18637
"828","2179",150.801569853141,-33.9520955194488,"Sydney",151.1851798,-33.92001097,35644.4712910861,-95.6494618916733,828,149.514389268733,-34.7376674306678,13986
"829","2156",150.971672875021,-33.6525757122348,"Sydney",151.1851798,-33.92001097,35650.3163480492,-33.5058634519302,829,150.814389268733,-32.1395912193145,17278
"830","3975",145.238550004162,-38.0647375629339,"Melbourne",144.9750162,-37.82003131,35698.0988226855,139.577460808235,830,145.714389268733,-39.2409995303469,8273
"831","7162",147.217277993085,-43.1664767905619,"Hobart",147.2950297,-42.85000853,35724.417591679,-169.788420722071,831,147.214389268733,-43.5711265492691,2806
"832","3788",145.379628307885,-37.8524536147698,"Melbourne",144.9750162,-37.82003131,35798.3943323822,95.6694313015781,832,144.714389268733,-39.2409995303469,8268
"833","6032",115.756814289649,-31.6386304794994,"Perth",115.8399987,-31.95501463,35955.4192306667,-12.5746555726692,833,115.314389268733,-30.9271556540163,18633
"834","3766",145.383512986772,-37.8173284263575,"Melbourne",144.9750162,-37.82003131,35968.789214096,89.394866022487,834,144.114389268733,-38.8945893688331,8703
"835","2178",150.799899670073,-33.8702728604769,"Sydney",151.1851798,-33.92001097,36062.3089495451,-81.0524331566398,835,149.414389268733,-34.5644623499109,14205
"836","7113",146.983427823571,-43.082556060449,"Hobart",147.2950297,-42.85000853,36244.9907530111,-135.457415239875,836,146.814389268733,-43.2247163877553,3242
"837","3796",145.388102651476,-37.7872552944258,"Melbourne",144.9750162,-37.82003131,36560.4697803977,84.1389501790615,837,144.514389268733,-36.4697182382367,11771
"838","0838",131.006944195638,-12.7188504872412,"Darwin",130.8500386,-12.42535398,36673.4351939332,152.427794806446,838,131.214389268733,-12.7406221745431,41708
"839","7186",147.686221778728,-43.0125339037529,"Hobart",147.2950297,-42.85000853,36684.5519043139,119.438896267144,839,147.814389268733,-42.8783062262415,3685
"840","3429",144.735218291275,-37.5498286228009,"Melbourne",144.9750162,-37.82003131,36698.8199286286,-35.0084084242224,840,143.814389268733,-36.9893334805074,11111
"841","5234",138.976551713817,-34.8178352202704,"Adelaide",138.6000048,-34.93498777,36797.5944781941,69.1237034059183,841,139.714389268733,-35.4304877536954,13061
"842","7027",147.358145497463,-42.521996847032,"Hobart",147.2950297,-42.85000853,36803.1575210808,8.02933628191337,842,147.414389268733,-42.185485903214,4559
"843","2508",150.95261449806,-34.1903503095356,"Sydney",151.1851798,-33.92001097,36881.6236372955,-144.456056668734,843,150.714389268733,-35.0840775921816,13554
"844","6168",115.757372231097,-32.2812715529687,"Perth",115.8399987,-31.95501463,37009.1728706883,-167.871744205944,844,115.714389268733,-33.0056166230989,16007
"845","2761",150.848390997973,-33.7392686412011,"Sydney",151.1851798,-33.92001097,37065.7980214397,-57.0422351837945,845,149.414389268733,-33.1788217038558,15957
"846","2558",150.805108758914,-34.0308388486705,"Sydney",151.1851798,-33.92001097,37212.2125140143,-109.266875082476,846,149.614389268733,-34.9108725114247,13768
"847","6036",115.696556045558,-31.6425152467577,"Perth",115.8399987,-31.95501463,37218.5355535665,-21.274029743696,847,115.014389268733,-31.1003607347732,18413
"848","2083",151.20322040437,-33.5844387359411,"Sydney",151.1851798,-33.92001097,37258.618728892,2.55436631402442,848,151.414389268733,-32.1395912193145,17281
"849","4506",152.922914331549,-27.1339296379521,"Brisbane",153.0350927,-27.45503091,37273.5139457557,-17.221700635673,849,152.214389268733,-26.5970286350941,24293
"850","6122",116.041772805025,-32.2440965253697,"Perth",115.8399987,-31.95501463,37287.0414543922,149.351396636613,850,116.114389268733,-33.0056166230989,16009
"851","2762",150.872854016735,-33.7036125838776,"Sydney",151.1851798,-33.92001097,37581.4476722579,-50.0885085539048,851,149.714389268733,-32.6592064615852,16615
"852","3200",145.163834988893,-38.1239210850166,"Melbourne",144.9750162,-37.82003131,37590.0154710699,153.845816564101,852,145.214389268733,-39.4142046111038,8052
"853","3805",145.304501565073,-38.03671672583,"Melbourne",144.9750162,-37.82003131,37650.790449777,129.71842477146,853,146.014389268733,-39.06779444959,8494
"854","3338",144.554842333333,-37.7561067348264,"Melbourne",144.9750162,-37.82003131,37684.9055030762,-78.9745384411041,854,143.614389268733,-37.3357436420211,10672
"855","2081",151.164163306049,-33.579757102089,"Sydney",151.1851798,-33.92001097,37790.5739773142,-2.93415321530143,855,151.614389268733,-32.1395912193145,17282
"856","2159",151.080174050857,-33.588861912621,"Sydney",151.1851798,-33.92001097,37997.0924146665,-14.7403147216639,856,150.614389268733,-32.1395912193145,17277
"857","2108",151.325552461281,-33.5981065331371,"Sydney",151.1851798,-33.92001097,37999.7591182867,19.8886424648752,857,152.214389268733,-32.4860013808283,16847
"858","4207",153.200157334713,-27.7651759938115,"Brisbane",153.0350927,-27.45503091,38035.2285332611,154.712695407905,858,154.014389268733,-28.329079442663,22112
"859","3761",145.287398954759,-37.583276280629,"Melbourne",144.9750162,-37.82003131,38071.2534255018,46.1362286064146,859,145.914389268733,-36.4697182382367,11778
"860","7112",147.133283283552,-43.1723541830053,"Hobart",147.2950297,-42.85000853,38161.1585992266,-159.796130728392,860,147.014389268733,-43.5711265492691,2805
"861","3753",144.971960086231,-37.4761797483588,"Melbourne",144.9750162,-37.82003131,38165.1147521612,-0.402263892838718,861,144.314389268733,-36.4697182382367,11770
"862","3159",145.390539718024,-37.9211124605039,"Melbourne",144.9750162,-37.82003131,38243.3345949216,106.999645317637,862,146.614389268733,-37.6821538035349,10249
"863","3792",145.402192688789,-37.8918907678528,"Melbourne",144.9750162,-37.82003131,38430.1213498563,101.896243043234,863,146.514389268733,-37.1625385612643,10905
"864","2559",150.798637493583,-34.0498845108388,"Sydney",151.1851798,-33.92001097,38512.7896799175,-111.949817769923,864,149.714389268733,-35.0840775921816,13549
"865","6123",115.992847862794,-32.2771994020045,"Perth",115.8399987,-31.95501463,38529.0263003575,158.068274701309,865,116.714389268733,-32.6592064615852,16450
"866","2759",150.791722962472,-33.8057499051567,"Sydney",151.1851798,-33.92001097,38550.6989495528,-70.6144034832095,866,149.314389268733,-33.3520267846127,15737
"867","2557",150.772624881222,-33.9746455050664,"Sydney",151.1851798,-33.92001097,38615.9008373731,-98.9549440325054,867,149.314389268733,-34.391257269154,14423
"868","3791",145.404834384526,-37.9004928738613,"Melbourne",144.9750162,-37.82003131,38863.6546286839,103.206992568997,868,146.414389268733,-36.9893334805074,11124
"869","6111",116.173488564852,-32.1606762216722,"Perth",115.8399987,-31.95501463,38882.9371338369,125.953027484555,869,116.814389268733,-32.1395912193145,17108
"870","2770",150.813694454092,-33.7557646225444,"Sydney",151.1851798,-33.92001097,38912.8719692557,-61.870449706032,870,149.214389268733,-33.8716420268834,15080
"871","6074",116.252196733479,-31.9607231828748,"Perth",115.8399987,-31.95501463,38972.9427967313,90.8260648617618,871,116.814389268733,-31.446770896287,17984
"872","5172",138.59788291376,-35.2867930498834,"Adelaide",138.6000048,-34.93498777,39030.8131287535,-179.716697281164,872,139.114389268733,-36.1233080767229,12182
"873","7174",147.775244649119,-42.829274173233,"Hobart",147.2950297,-42.85000853,39326.4662275266,86.4668463121125,873,147.914389268733,-42.7051011454847,3904
"874","4280",153.016887757952,-27.8107263999744,"Brisbane",153.0350927,-27.45503091,39456.95116006,-177.399566999212,874,152.614389268733,-28.6754896041768,21667
"875","3430",144.803288065721,-37.4872649028727,"Melbourne",144.9750162,-37.82003131,39921.8232024626,-22.1713195059557,875,143.914389268733,-36.8161283997505,11330
"876","5173",138.470460473192,-35.2804457830588,"Adelaide",138.6000048,-34.93498777,40104.5676380981,-162.908204028611,876,137.814389268733,-35.950102995966,12395
"877","3793",145.427630614401,-37.8738873861885,"Melbourne",144.9750162,-37.82003131,40282.8043339329,98.4302558444764,877,146.614389268733,-37.3357436420211,10687
"878","3806",145.351819638123,-38.0273980719685,"Melbourne",144.9750162,-37.82003131,40340.5471302127,124.785859203369,878,144.514389268733,-39.2409995303469,8267
"879","3337",144.585738210353,-37.6282773055321,"Melbourne",144.9750162,-37.82003131,40382.6925227456,-57.9676492339054,879,143.514389268733,-37.508948722778,10452
"880","3795",145.433243791383,-37.8368384336066,"Melbourne",144.9750162,-37.82003131,40384.0527115197,92.5182223777033,880,146.314389268733,-36.8161283997505,11342
"881","3199",145.138823824627,-38.1601665772506,"Melbourne",144.9750162,-37.82003131,40403.1576384058,159.1651024521,881,145.014389268733,-39.4142046111038,8051
"882","6038",115.686334790079,-31.6144261736559,"Perth",115.8399987,-31.95501463,40472.9718629655,-20.9419387368645,882,115.814389268733,-30.7539505732594,18855
"883","5118",138.731820392366,-34.585181529109,"Adelaide",138.6000048,-34.93498777,40639.5311870699,17.1638800496317,883,139.414389268733,-33.8716420268834,15031
"884","2555",150.745169763506,-33.8819784927039,"Sydney",151.1851798,-33.92001097,40915.5052955225,-83.932035131476,884,149.214389268733,-34.2180521883972,14642
"885","6033",115.722130682669,-31.5964037657253,"Perth",115.8399987,-31.95501463,41301.6148812053,-15.5801902950968,885,115.614389268733,-30.7539505732594,18854
"886","2760",150.781202719088,-33.7606781770192,"Sydney",151.1851798,-33.92001097,41357.4073235508,-64.4867068549808,886,149.814389268733,-32.4860013808283,16835
"887","3770",145.424457406109,-37.7113604481304,"Melbourne",144.9750162,-37.82003131,41397.0157045299,72.8555462570478,887,145.214389268733,-36.2965131574798,11994
"888","6171",115.830586972544,-32.3290249714554,"Perth",115.8399987,-31.95501463,41483.3966929699,-178.776851351934,888,115.514389268733,-33.0056166230989,16006
"889","7163",147.233841254054,-43.2216264182244,"Hobart",147.2950297,-42.85000853,41584.5030230115,-173.116553348441,889,147.414389268733,-43.5711265492691,2807
"890","3775",145.378761163906,-37.6253251272833,"Melbourne",144.9750162,-37.82003131,41641.7487694201,58.5065192271554,890,145.014389268733,-36.2965131574798,11993
"891","6169",115.75775623338,-32.3240066908672,"Perth",115.8399987,-31.95501463,41646.6607521936,-169.290478201701,891,115.214389268733,-32.8324115423421,16224
"892","7176",147.791522021403,-42.7634355438825,"Hobart",147.2950297,-42.85000853,41734.4300680923,76.4617603815217,892,147.914389268733,-43.0515113069984,3466
"893","3910",145.197410657728,-38.1545467706742,"Melbourne",144.9750162,-37.82003131,41956.2924052026,152.277832051637,893,145.414389268733,-39.4142046111038,8053
"894","4184",153.382154644776,-27.6740761969939,"Brisbane",153.0350927,-27.45503091,41998.6381706272,125.36878663576,894,154.014389268733,-27.6362591196354,22988
"895","2765",150.857381609758,-33.6521866828288,"Sydney",151.1851798,-33.92001097,42475.6329194309,-45.3983924444874,895,150.114389268733,-32.3127963000714,17055
"896","2567",150.750902678097,-34.0462805769625,"Sydney",151.1851798,-33.92001097,42502.6772411066,-109.201662660402,896,149.414389268733,-34.9108725114247,13767
"897","5351",138.929342299785,-34.6631458817692,"Adelaide",138.6000048,-34.93498777,42635.2559392167,44.7578288207638,897,139.814389268733,-34.2180521883972,14595
"898","4183",153.454378502221,-27.5463831690124,"Brisbane",153.0350927,-27.45503091,42649.1476820486,103.703531116042,898,154.014389268733,-27.2898489581217,23426
"899","4510",152.969775182177,-27.0744760849553,"Brisbane",153.0350927,-27.45503091,42661.6910996369,-8.6596940999228,899,153.014389268733,-26.2506184735803,24735
"900","4511",153.079442466623,-27.0719555671733,"Brisbane",153.0350927,-27.45503091,42674.4137692848,5.86557232210298,900,153.514389268733,-26.4238235543372,24518
"901","2556",150.724474378703,-33.944084528244,"Sydney",151.1851798,-33.92001097,42679.7629753684,-93.4750666852267,901,149.214389268733,-33.5252318653696,15518
"902","2623",149.428611995047,-35.579640181967,"Canberra",149.1290262,-35.28302855,42697.3271505587,140.459330865849,902,149.614389268733,-35.6036928344523,12892
"903","3757",145.193490221392,-37.4767504305981,"Melbourne",144.9750162,-37.82003131,42701.3429886663,26.67724942497,903,145.414389268733,-36.2965131574798,11995
"904","4521",152.766482134651,-27.1517978304531,"Brisbane",153.0350927,-27.45503091,42848.5006970206,-38.1459130668031,904,152.114389268733,-26.770233715851,24073
"905","3930",145.092894107832,-38.1949801390702,"Melbourne",144.9750162,-37.82003131,42886.4492611879,166.050850241038,905,144.814389268733,-39.4142046111038,8050
"906","3807",145.38498251131,-38.0345074784074,"Melbourne",144.9750162,-37.82003131,43195.8879444444,123.427675966194,906,144.214389268733,-39.06779444959,8485
"907","5236",139.072136698928,-34.8676297390656,"Adelaide",138.6000048,-34.93498777,43794.0916043644,79.9968066703565,907,139.614389268733,-35.6036928344523,12842
"908","3782",145.456989958822,-37.9208668690922,"Melbourne",144.9750162,-37.82003131,43859.4569544035,104.695735838434,908,146.714389268733,-37.8553588842918,10030
"909","2748",150.730441717515,-33.8083037479049,"Sydney",151.1851798,-33.92001097,43864.1404882278,-73.3932043380391,909,149.114389268733,-33.6984369461265,15298
"910","6034",115.668611091377,-31.5844901014213,"Perth",115.8399987,-31.95501463,44176.4283323632,-21.4221582981274,910,115.114389268733,-30.9271556540163,18632
"911","3977",145.275476641291,-38.1403943382886,"Melbourne",144.9750162,-37.82003131,44286.2269543729,143.433606212098,911,146.414389268733,-38.7213842880762,8934
"912","7185",147.758450522982,-43.0577451951849,"Hobart",147.2950297,-42.85000853,44301.7408880381,121.32815098464,912,148.014389268733,-42.8783062262415,3686
"913","2563",150.75505907679,-34.0984411366842,"Sydney",151.1851798,-33.92001097,44389.0295353181,-116.464749284901,913,150.214389268733,-34.9108725114247,13771
"914","2157",151.031259027401,-33.5403952720437,"Sydney",151.1851798,-33.92001097,44456.8665677349,-18.5918973697231,914,150.414389268733,-32.1395912193145,17276
"915","3808",145.431956112203,-37.9947008600663,"Melbourne",144.9750162,-37.82003131,44617.0348529592,115.708889157722,915,145.914389268733,-39.2409995303469,8274
"916","6501",115.92793622412,-31.5574708959399,"Perth",115.8399987,-31.95501463,44861.2409001678,10.6290265325231,916,116.314389268733,-30.9271556540163,18638
"917","4208",153.318038837756,-27.7741932877408,"Brisbane",153.0350927,-27.45503091,45065.7514537679,141.783320823714,917,154.214389268733,-27.9826692811492,22551
"918","3911",145.172940808416,-38.1953265712973,"Melbourne",144.9750162,-37.82003131,45137.8269947562,157.374141123819,918,145.614389268733,-39.4142046111038,8054
"919","2747",150.751789237933,-33.730913742357,"Sydney",151.1851798,-33.92001097,45272.3484434227,-62.1700982931757,919,149.414389268733,-32.8324115423421,16395
"920","3756",144.92591259706,-37.4129929024623,"Melbourne",144.9750162,-37.82003131,45384.5723829266,-5.44350282717085,920,144.814389268733,-36.2965131574798,11992
"921","4346",152.59017879979,-27.55974585544,"Brisbane",153.0350927,-27.45503091,45465.7410302498,-104.758597255204,921,152.114389268733,-27.4630540388785,23197
"922","0841",130.969736903377,-12.8193002921708,"Darwin",130.8500386,-12.42535398,45480.3450694342,163.471752712362,922,130.914389268733,-12.9138272553,41487
"923","5174",138.481812595109,-35.3336448905862,"Adelaide",138.6000048,-34.93498777,45521.2438551265,-166.337057489542,923,138.614389268733,-36.2965131574798,11961
"924","5350",138.838081100447,-34.5740544744218,"Adelaide",138.6000048,-34.93498777,45589.675854064,28.3872213143697,924,139.314389268733,-33.6984369461265,15249
"925","6084",116.068425018214,-31.5923466790641,"Perth",115.8399987,-31.95501463,45665.4587056233,28.1070697979985,925,116.714389268733,-31.2735658155301,18202
"926","5210",138.644259535828,-35.3459334419491,"Adelaide",138.6000048,-34.93498777,45769.800276768,174.954609498418,926,138.814389268733,-36.2965131574798,11962
"927","3432",144.776906662824,-37.4381507479565,"Melbourne",144.9750162,-37.82003131,45850.8091509299,-22.2752884813174,927,144.014389268733,-36.6429233189936,11550
"928","3223",144.665895582654,-38.1533944617677,"Melbourne",144.9750162,-37.82003131,45897.6416845668,-143.744007859824,928,143.714389268733,-38.5481792073194,9139
"929","3931",145.060344289312,-38.230424327353,"Melbourne",144.9750162,-37.82003131,46164.5270301477,170.672081827535,929,144.614389268733,-39.4142046111038,8049
"930","2256",151.271823947733,-33.5080229335261,"Sydney",151.1851798,-33.92001097,46397.1293793461,9.8987525227578,930,152.114389268733,-32.3127963000714,17065
"931","3211",144.466881393194,-37.9320193541111,"Melbourne",144.9750162,-37.82003131,46401.7120793891,-105.444077923353,931,143.514389268733,-37.8553588842918,10014
"932","6556",116.330662705671,-31.9185185253957,"Perth",115.8399987,-31.95501463,46572.4594260892,84.8611857991982,932,116.914389268733,-31.6199759770438,17765
"933","6125",115.958294911501,-32.3662335531456,"Perth",115.8399987,-31.95501463,46945.521159448,166.281585526876,933,116.314389268733,-33.0056166230989,16010
"934","6083",116.243653227809,-31.7088457819668,"Perth",115.8399987,-31.95501463,46960.0463955182,54.2225308390014,934,116.614389268733,-31.1003607347732,18421
"935","2257",151.343165689673,-33.5166414250853,"Sydney",151.1851798,-33.92001097,47076.2419527675,18.0006710825879,935,152.514389268733,-32.6592064615852,16629
"936","7175",147.859996397263,-42.7690682781503,"Hobart",147.2950297,-42.85000853,47076.7018809494,78.7580938011815,936,147.714389268733,-42.3586909839709,4341
"937","4270",153.134710059631,-27.8707696669013,"Brisbane",153.0350927,-27.45503091,47106.6673929439,167.994973390585,937,153.614389268733,-28.6754896041768,21672
"938","6172",115.751530114012,-32.3734118490449,"Perth",115.8399987,-31.95501463,47140.5644959174,-169.82824779367,938,115.314389268733,-33.0056166230989,16005
"939","2515",150.933260084364,-34.2950190350746,"Sydney",151.1851798,-33.92001097,47651.4115579495,-150.845690188719,939,150.514389268733,-35.0840775921816,13553
"940","7184",147.735463228651,-43.1321238060587,"Hobart",147.2950297,-42.85000853,47669.7041731747,131.05831930751,940,148.014389268733,-43.2247163877553,3248
"941","7116",146.875248273595,-43.1509503828031,"Hobart",147.2950297,-42.85000853,47847.3175150158,-134.285169367537,941,146.714389268733,-43.0515113069984,3460
"942","2560",150.817481676054,-34.225360548262,"Sydney",151.1851798,-33.92001097,47949.9151677725,-134.96967967105,942,150.314389268733,-35.0840775921816,13552
"943","3809",145.417170939632,-38.0734618793349,"Melbourne",144.9750162,-37.82003131,47975.6535707722,125.874966163267,943,146.714389268733,-37.508948722778,10468
"944","3763",145.358149472035,-37.5107249553511,"Melbourne",144.9750162,-37.82003131,48179.4041917491,44.3199790518039,944,146.214389268733,-36.6429233189936,11561
"945","2745",150.666619313028,-33.8633037621606,"Sydney",151.1851798,-33.92001097,48378.5951136779,-82.3506407357507,945,149.114389268733,-34.0448471076403,14860
"946","6558",116.32058099835,-31.8042924732111,"Perth",115.8399987,-31.95501463,48445.1725835018,69.6022673794212,946,117.014389268733,-31.7931810578007,17547
"947","6035",115.737998063432,-31.5254554167549,"Perth",115.8399987,-31.95501463,48601.4536223617,-11.3900249997758,947,116.014389268733,-30.7539505732594,18856
"948","3781",145.51075968467,-37.9331349099332,"Melbourne",144.9750162,-37.82003131,48777.6704289456,104.809251609504,948,146.314389268733,-38.8945893688331,8714
"949","3431",144.682990359381,-37.4445282786456,"Melbourne",144.9750162,-37.82003131,49004.3117558915,-31.5394539506983,949,144.614389268733,-36.2965131574798,11991
"950","3912",145.221633256966,-38.216224978027,"Melbourne",144.9750162,-37.82003131,49019.2630450424,153.801168420948,950,146.214389268733,-39.06779444959,8495
"951","3933",145.119007702442,-38.247003800941,"Melbourne",144.9750162,-37.82003131,49049.8572610636,165.079868278489,951,145.114389268733,-39.5874096918607,7832
"952","2568",150.721071780037,-34.1376062770438,"Sydney",151.1851798,-33.92001097,49190.6950169311,-119.367817111891,952,150.114389268733,-35.0840775921816,13551
"953","3978",145.373669035827,-38.1326903289836,"Melbourne",144.9750162,-37.82003131,49307.0134229221,134.732340293891,953,146.514389268733,-38.5481792073194,9153
"954","7187",147.817696516292,-43.0795835743124,"Hobart",147.2950297,-42.85000853,49687.9001057709,120.795484384503,954,148.114389268733,-42.7051011454847,3905
"955","3433",144.776419079644,-37.4011067269813,"Melbourne",144.9750162,-37.82003131,49692.840892071,-20.5227627538371,955,144.114389268733,-36.4697182382367,11769
"956","7177",147.903369056944,-42.8899439648945,"Hobart",147.2950297,-42.85000853,49906.6928056169,94.9114020359499,956,148.014389268733,-42.5318960647278,4124
"957","4025",153.406309500424,-27.1494429425408,"Brisbane",153.0350927,-27.45503091,49968.9692932093,47.1027050839262,957,153.714389268733,-26.770233715851,24081
"958","3139",145.544251859614,-37.812645139558,"Melbourne",144.9750162,-37.82003131,50128.6079657437,88.8844876667823,958,146.814389268733,-37.6821538035349,10250
"959","2750",150.678500544459,-33.7524969272866,"Sydney",151.1851798,-33.92001097,50445.7235462749,-68.1553261789458,959,149.314389268733,-33.0056166230989,16175
"960","6082",116.310111964178,-31.7390597871737,"Perth",115.8399987,-31.95501463,50530.3817819355,61.4726496404181,960,116.914389268733,-31.9663861385576,17327
"961","6173",115.758582139738,-32.4058407393208,"Perth",115.8399987,-31.95501463,50578.4728321616,-171.287874765892,961,115.814389268733,-33.1788217038558,15789
"962","5255",138.954629046536,-35.285786928069,"Adelaide",138.6000048,-34.93498777,50595.0413591287,140.308313963106,962,139.514389268733,-35.7768979152091,12622
"963","4209",153.308558503781,-27.8414852883241,"Brisbane",153.0350927,-27.45503091,50617.8139389216,147.855904517677,963,153.914389268733,-28.5022845234199,21892
"964","4512",152.855438720321,-27.0261578387095,"Brisbane",153.0350927,-27.45503091,50744.3432607256,-20.3862251209734,964,152.814389268733,-26.2506184735803,24734
